kj;lsskfld	impossible
ldafd	leave
jljfj	month
lj	on
;laj	plan
;lsskfld	possible
fdfjfj	return
safd	save
sda	sea
sljdfjkjf	something
flfdfjdf	together
sljaj	woman
ajjfjkjf	anything
afjj	army
fad	bad
dlfdf	cover
djlfjfd	culture
dddksklj	decision
dsaj;ld	example
fddl	feel
jls	how
kslajd	island
jdjfdf	member
jdsf	next
;lskfklj	position
;fdsdjf (adj)	present (adj)
fddlfd (j)	record (n)
sldd;	sleep
ssddf	sweet
ffj	try
jjddf	under
slfld	world
affdf	after
fdd	bed
fjj	buy
dafdj	catch
dlfjdf	corner
dksfajdd	distance
ddjdafklj	education
fasf	fast
jdfd	here
kjfdfdsf	interest
ldffdf	letter
jdfdf	never
;aff	part
;fdskddjf	president
fljjd	round
sdfdfal	several
sljjd	sound
sflfj	story
falk	talk
sddk	week
aljlsf	almost
ffdad	bread
dljffll	control
ddaf	dear
dfdfj	every
fds	few
flld	gold
djkdf	chief
kjfkfd	invite
lafd	late
jlsf	most
ljlj	only
;fldjdf	product
;jflkd	public
fdddkfd	receive
slffj	sorry
sffljf	strong
fjdj	then
fll	too
saj	way
adflss	across
aff	art
ffkjf	bring
daffj	carry
dljfkfj	confirm
dkd	die
dasf	east
fflj;	group
jl;d	hope
kjdjsffj	industry
lllk	look
jjsf	must
lsj	own
;dfsljal	personal
fdaslj	reason
sdffkdd	service
sjall	shall
sfaj	stay
fjdkf	their
skfd	wife
asaj	away
fdajfkfjl	beautiful
dafd	care
dlsf	cost
ddd;	deep
djljfj	enough
fkfjf	fight
fafafd	garage
kjfl	into
kdd;	keep
jkss	miss
lfjdf	other
;lajdf	player
fafjdf	rather
fdjakj	remain
skdd	side
sljfj	south
ffjd	true
jsd	use
sjl	who
alfdadj	already
fddljd	become
dajsd	cause
ddffakj	certain
ddsdfkfd	describe
dfj	dry
ds;ddf	expect
fadf	fact
jafd	hard
kjdljdd	include
ldf	let
jljdjf	moment
;lsdf	power
;flfkdd	provide
fd;lff	report
sdaf	seat
skjfld	single
sjsfdj	system
fjfljfj	through
sjkdj	which
a;;ld	apple
fljd	blue
dlldk	clock
dllljf	colour
dkffdfdjf	different
daffj	earth
fklj	film
flad	glad
jljf	hour
jjsf	just
llfd	love
jjjfdf	number
;djdkl	pencil
ajkdk	quick
fakj	rain
skj;ld	simple
sjjjdf	summer
flsj	town
ffdd	tree
skjdls	window
addfdss	address
fjkldkjf	building
dlj;jfdf	computer
dflss	cross
ddsk	desk
daf	ear
fksj	fish
flass	glass
kdd	ice
kdj	key
jkjjfd (j)	minute (n)
lffkdd	office
;afdjf	parent
;lsf	post
fldk	rock
sdafdj	search
s;lff	sport
fda	tea
falldj	valley
salk	walk
akf;lff	airport
fafj	baby
dafd	card
ddjffal	central
dkfddfklj	direction
dlllaf	dollar
ffjkf	fruit
fkff	gift
jkfj	high
klljdss	illness
jklk	milk
jlf	not
;kddd	piece
;flfddf	protect
fadd	race
skjdd	since
slls	slow
sjkld	smile
fkdkdf	ticket
sdll	well
addkddjf	accident
fllld	blood
fjskjdss	business
djfkjf	during
dfdj	even
flllf	floor
fdjdfal	general
djllsd	choose
kjflfj	inform
lkffld	little
jddfkjf	meeting
lfddf	order
;affj	party
;kjk	pink
fd;lj	reply
sjls	snow
sjfaf	sugar
ffafdl	travel
fkfjs	virus
safdj	watch
ajlfjdf	another
fdlkdfd	believe
flfj	both
dfaaj	crazy
dj;	cup
dddkdd	decide
dfdf	ever
fkdld	field
jdaff	heart
kjafkjd	imagine
lkjd	line
jdaf	meat
lfdf	over
;jll	pull
fkjf	ring
sdll	sell
skjklaf	similar
s;ddd	speed
fjaj	than
jljf	your
aflfd	above
fdfkj	begin
ddjfjfj	century
dljskddf	consider
dajfdfljs	dangerous
dafk	dark
dsdjajfd	exchange
flfdfjjdjf	government
jdaf	hear
jjj;	jump
jafdfkal	material
jdaf	near
;asf	past
;fldjdd	produce
fdjlfd	remove
sddfdf	secret
sljf	song
fdldfksklj	television
faljd	value
sjdj	when
afj	arm
fdjkjd	behind
dasd	case
dlllddf	collect
dfas	draw
dsajkjd	examine
fall	fall
ffls	grow
kjjddkafdlj	immediately
lls	low
jkjd	mind
lff	off
;ass	pass
fadkl	radio
sjld	shoe
sfafklj	station
sjfd	sure
fdsf	test
jsjal	usual
sjkld	while
afl	ago
alljf	along
fdaf	bear
dljdkfklj	condition
dkfddf	direct
ddfd	edge
fkjd	fine
jalf	half
djkdkdj	chicken
kjdfdasd	increase
jafaakjd	magazine
jafjfd	nature
;lafd	plate
;llf	poor
fds;ddf	respect
sjaf;	sharp
sljdfkjds	sometimes
sfkll	still
fall	tall
sljld	would
add	add
ajljf	among
fjklf	built
dljjlj	common
dd;djd	depend
daflj	early
flj	fly
ja;;dj	happen
djddk	check
kjffldjdd	introduce
ldss	less
jafk	mark
;afkdjf	patient
;dfja;s	perhaps
fksd	rise
sdjsd	sense
sjlff	short
sfafd	state
fjfj	turn
skll	will
adf	act
a;;daf	appear
ffdak	break
dljfsd	course
dljff	court
dksdjss	discuss
dffddf	effect
flfj	form
jlld	hold
kjsddf	insect
jdaj	mean
ljdd	once
;jf;lsd	purpose
fdallj	really
fkdd	ride
skfjafklj	situation
sjdddss	success
fjljfj	though
j;lj	upon
saf	war
affdfjllj	afternoon
fjsj	busy
dlffdd	coffee
ddfakl	detail
ds;ddkallj	especially
fkjksj	finish
ffljjd	ground
jllkdaj	holiday
djlkdd	choice
kkfdjdj	kitchen
ldsslj	lesson
jjskd	music
lfajfd	orange
;dffddf (adj)	perfect (adj)
fdajdsf	request
sdaslj	season
skdk	sick
fljlffls	tomorrow
sdldljd	welcome
jdsfdfdaj	yesterday
affdd	agree
ffkdfd	bridge
dakd	cake
djsfljdf	customer
dafd	date
djfdf	enter
fjfjfd	future
fdjfldjaj	gentleman
jakf	hair
kjafd	image
lajfjafd	language
jafkdf	market
;lajd	plane
;fkfafd	private
fdsfajfajf	restaurant
skad	size
skj	sky
sjaff	smart
fjajk	thank
sdafjdf	weather
adflf	actor
flffld	bottle
dllfj	cloth
dlaf	coat
ddsfflj	destroy
dfdfjsjdfd	everywhere
fkjfdf	finger
fjkdd	guide
kj;flfd	improve
kjkfd	knife
laffd	large
jksfakd	mistake
lddaj	ocean
;lajf	plant
fd;daf	repeat
salf	salt
s;ddkal	special
fdadj	teach
jjdld	uncle
skjfdf	winter
ajffj	angry
affkdld	article
fjkld	build
dkffj	dirty
dsdd;f	except
fajljs	famous
fas	gas
jlfdl	hotel
djda;	cheap
kjfdffkds	interview
jllj	moon
jkdd	nice
;fd;afd	prepare
;fkslj	prison
fkdd	rice
sddj	seem
skkff	skirt
sffajfd	strange
ffakj	train
safj	warm
addljjf	account
fkfd	bird
dlljd	cloud
dljflffafld	comfortable
dajafd	damage
djsf	dust
dsdfdksd	exercise
fafljfkfd	favourite
jls;kfal	hospital
jlkd	joke
jdssafd	message
jkfjf	night
;akjf	paint
;ldasjfd	pleasure
fdlafkljsjk;	relationship
sdkdjdd	science
sdfkljs	serious
s;djd	spend
fkfdd	tired
sfljf	wrong
ajljjf	amount
fajk	bank
fflsj	brown
dflsd	crowd
ddal	deal
djfkjd	engine
flllls	follow
djldllafd	chocolate
kjdkfkdjal	individual
ldff	left
jdal	meal
lkl	oil
;akj	pain
;flfaflj	probably
fd;ladd	replace
sldkdfj	society
sajafd	square
sfd;	step
fdj;dfafjfd	temperature
jjkfdfskfj	university
addd;f	accept
adfajdd	advance
faf	bag
da;fakj	captain
ddjffd	centre
ddjajd	demand
djdjj	enemy
fadflfj	factory
jjjffj	hungry
klldfal	illegal
las	law
jlsd	nose
;dffll	petrol
;fljd	proud
fds;ljskfld	responsible
sflfd	store
sjdddssfjl	successful
sskj	swim
fl;	top
skj	win
afaklafld	available
flaf	boat
flffls	borrow
dlasf	coast
dfdaj	cream
ddskfj	design
ds;fdssklj	expression
fafj	farm
jksflfj	history
kjjjfd	injure
ja;	map
lffakj	obtain
;daddfjl	peaceful
;fadfksd	practise
fdddjflj	recently
sja;d	shape
sklfdf	silver
sjlkd	smoke
fljdj	touch
sasj	wash
adfajfafd	advantage
affadk	attack
fjffdf	butter
dljf	club
dllldfd	college
ddffdd	degree
dsda;d	escape
fafd	gate
kjdd;djddjf	independent
lksfdj	listen
jaffj	marry
lfjddf	object
;afj	path
ajkdf	quiet
fdfjsd	refuse
sjfjddf (j)	subject (n)
sj;;lj	supply
fasfd	taste
jsjallj	usually
fdfdfafld	vegetable
affajfd	arrange
fdlls	below
dkfafdffd	cigarette
dlffafd	cottage
dd;affjdjf	department
dafj	earn
ffljf	front
fdjfld	gentle
jaf	hat
kjsffjjdjf	instrument
jadjkjd	machine
jdss;a;df	newspaper
;afddl	parcel
fdlkfklj	religion
fd;akf	repair
sdffd	serve
sjljlddf	shoulder
ffk;	trip
fkllafd	village
sall	wall
affkfd	arrive
flfj	born
dllfjds	clothes
dlffddf	correct
dljfld	double
djflksj	English
flffdf	forget
flal	goal
jafd	hate
kkll	kill
lasf	last
jakj	main
;akf	pair
;fljksd	promise
fdfjlaf	regular
sljdsjdfd	somewhere
s;add	space
fjdsd	these
jsdfjl	useful
skfjljf	without
ajkjal	animal
fddf	beer
dalj	calm
dl;j	copy
dksj	dish
ds;fdss	express
flfdkfj	foreign
fjdss	guess
jjsfajd	husband
lkd	lie
jkjd	mine
l;kjklj	opinion
;assdjfdf	passenger
;fdss	press
fjld	rule
skfj	sign
sj;;lff	support
fjlsd	those
sljddffjl	wonderful
jdaf	year
affakd	afraid
flafd	board
dkfdld	circle
dljjf	count
ddafj	death
dksdlfdf	discover
fjjjj	funny
fjdsf	guest
jlfsd	horse
lakd	lake
jlddfj	modern
jdddssafj	necessary
;ldjfj	plenty
;flfkf	profit
fddjdd	reduce
sjafd	share
sfdal	steal
ffjsf	trust
sksj	wish
jljjf	young
adjkfd	admire
allls	allow
faffld	battle
dlkjf	climb
dlj;ldfd	complete
dkfkdd	divide
dfflff	effort
ffdsj	fresh
jlld	hole
kjdddd	indeed
jaffkafd	marriage
ljfskdd	outside
;ldasajf	pleasant
;lkjf	point
fdddjf	recent
sddfdfafj	secretary
skjf	sing
slff	soft
fjkfd	third
fafkljs	various
adfdjfjfd	adventure
alfjljfj	although
flfflj	bottom
dlkj	coin
dljflff	comfort
dfl;	drop
dajal	equal
fjj	gun
kjfdllkfdjf	intelligent
jlkj	join
lajfj	laugh
jkddld	middle
;dfflfj	perform
;lakj	plain
fls	row
slldkdf	soldier
sjffadd	surface
fjkdk	thick
jjfkl	until
skld	wild
affdj;f	attempt
fkll	bill
ffdafjd	breathe
dllk	cook
ddfdjd	defend
faf	fat
ffdj	grey
jlf	hot
djafadfdf	character
kj;lff	import
llsd	lose
jljjfakj	mountain
l;dfafklj	operation
;fkad	prize
fksk	risk
safd	safe
sjdddjlj	suddenly
sjkf	suit
fj;d	type
slld	wood
afda	area
asldd;	asleep
fafj	bath
dafdldss	careless
ddlaj	delay
dfdjf	event
fllf	foot
jkdd	hide
djakj	chain
kjfdfjafkljal	international
jafdj	match
jdffljs	nervous
;kfj	pity
;flfd	prove
faksd	raise
sjjf	shut
sjdll	smell
sffakfjf	straight
ffadd	trade
fafkdfj	variety
adjkf	admit
affdjd	attend
ffajdj	branch
dlal	coal
dljsksf	consist
dddlafd	declare
dsadf	exact
fafjdf	farmer
kjsfdad	instead
jadkdf	jacket
ldf	leg
jdfal	metal
l;;lskfd	opposite
;ljjd	pound
flll	roll
sdlfd	score
sjllf	shoot
s;dddj	speech
flkldf	toilet
sjlsd	whose
affkfjdd	attitude
ffafd	brave
dljfakj	contain
dljff	doubt
ds;dfkdjdd	experience
flaf	flat
fjafd	guard
jdafj	heavy
djaffd	charge
kflj	iron
jddkdkjd	medicine
jlksd	noise
;llkfkds	politics
;ljf	pour
fjsj	rush
sjllfj	smooth
s;fdad	spread
sjffdsf	suggest
ffljfld	trouble
sdsf	west
afdfafd	average
fdlljf	belong
ddffakjlj	certainly
dfkjd	crime
djfj	duty
dkfjdf	either
fakl	fail
jdalfj	health
kjfljdjdd	influence
ldaddf	leader
jdasjfd	measure
lffdf	offer
;kld	pile
fdfafd	regard
fljfj	rough
sdfkds	series
s;lkl	spoil
s;lf	spot
fjkj	thin
flfd	vote
