fjlldf	bullet
fjjdj	bunch
fjfddj	burden
fjfj	burn
fjfj	bury
fjs	bus
fjskjdss	business
fjsj	busy
fjf	but
fjffdf	butter
fjfflj	button
fjj	buy
fjjdf	buyer
fj	by
dafkj	cabin
dafkjdf	cabinet
dafld	cable
dakd	cake
daldjlafd	calculate
dall	call
dajdfa	camera
daj;	camp
daj;akfj	campaign
daj;js	campus
daj	can
dajadkaj	Canadian
dajddf	cancer
dajdkdafd	candidate
da;	cap
da;afklkfj	capability
da;afld	capable
da;adkfj	capacity
da;kfal	capital
da;fakj	captain
da;fjfd	capture
daf	car
dafflj	carbon
dafd	card
dafd	care
dafddf	career
dafdfjl	careful
dafdfjllj	carefully
daffkdf	carrier
daffj	carry
dasd	case
dasj	cash
dasf	cast
daf	cat
dafdj	catch
dafdflfj	category
dafjllkd	Catholic
dajsd	cause
ddklkjf	ceiling
ddldffafd	celebrate
ddldffafklj	celebration
ddldffkfj	celebrity
ddll	cell
ddjfdf	center
ddjffal	central
ddjfjfj	century
ddl	CEO
ddfdjljj	ceremony
ddffakj	certain
ddffakjlj	certainly
djakj	chain
djakf	chair
djakfjaj	chairman
djalldjfd	challenge
djajfdf	chamber
djaj;klj	champion
djaj;kljsjk;	championship
djajdd	chance
djajfd	change
djajfkjf	changing
djajjdl	channel
dja;fdf	chapter
djafadfdf	character
djafadfdfksfkd	characteristic
djafadfdfkad	characterize
djaffd	charge
djafkfj	charity
djaff	chart
djasd	chase
djda;	cheap
djddk	check
djddk	cheek
djddsd	cheese
djdf	chef
djdjkdal	chemical
djdsf	chest
djkdkdj	chicken
djkdf	chief
djkld	child
djkldjlld	childhood
djkjdsd	Chinese
djk;	chip
djldllafd	chocolate
djlkdd	choice
djlldsfdfll	cholesterol
djllsd	choose
djfksfkaj	Christian
djfksfjas	Christmas
djjfdj	church
dkfafdffd	cigarette
dkfdld	circle
dkfdjjsfajdd	circumstance
dkfd	cite
dkfkadj	citizen
dkfj	city
dkfkl	civil
dkfklkaj	civilian
dlakj	claim
dlass	class
dlasskd	classic
dlassfllj	classroom
dldaj	clean
dldaf	clear
dldaflj	clearly
dlkdjf	client
dlkjafd	climate
dlkjf	climb
dlkjkd	clinic
dlkjkdal	clinical
dlldk	clock
dllsd	close
dllsdlj	closely
dllsdf	closer
dllfjds	clothes
dllfjkjf	clothing
dlljd	cloud
dljf	club
dljd	clue
dljsfdf	cluster
dladj	coach
dlal	coal
dlalkfklj	coalition
dlasf	coast
dlaf	coat
dldd	code
dlffdd	coffee
dlfjkfkfd	cognitive
dlld	cold
dllla;sd	collapse
dllldafjd	colleague
dlllddf	collect
dlllddfklj	collection
dlllddfkfd	collective
dllldfd	college
dllljkal	colonial
dlllf	color
dlljjj	column
dljfkjafklj	combination
dljfkjd	combine
dljd	come
dljddj	comedy
dljflff	comfort
dljflffafld	comfortable
dljjajd	command
dljjajddf	commander
dljjdjf	comment
dljjdfdkal	commercial
dljjkssklj	commission
dljjkf	commit
dljjkfjdjf	commitment
dljjkffdd	committee
dljjlj	common
dljjjjkdafd	communicate
dljjjjkdafklj	communication
dljjjjkfj	community
dlj;ajj	company
dlj;afd	compare
dlj;afkslj	comparison
dlj;dfd	compete
dlj;dfkfklj	competition
dlj;dfkfkfd	competitive
dlj;dfkflf	competitor
dlj;lakj	complain
dlj;lakjf	complaint
dlj;ldfd	complete
dlj;ldfdlj	completely
dlj;lds	complex
dlj;lkdafdd	complicated
dlj;ljdjf	component
dlj;lsd	compose
dlj;lskfklj	composition
dlj;fdjdjskfd	comprehensive
dlj;jfdf	computer
dljddjffafd	concentrate
dljddjffafklj	concentration
dljdd;f	concept
dljddfj	concern
dljddfjdd	concerned
dljddff	concert
dljdljdd	conclude
dljdljsklj	conclusion
dljdfdfd	concrete
dljdkfklj	condition
dljdjdf	conduct
dljfdfdjdd	conference
dljfkddjdd	confidence
dljfkddjf	confident
dljfkfj	confirm
dljflkdf	conflict
dljffljf	confront
dljfjsklj	confusion
dljffdss	Congress
dljffdsskljal	congressional
dljjddf	connect
dljjddfklj	connection
dljsdkljsjdss	consciousness
dljsdjsjs	consensus
dljsdajdjdd	consequence
dljsdffafkfd	conservative
dljskddf	consider
dljskddfafld	considerable
dljskddfafklj	consideration
dljsksf	consist
dljsksfdjf	consistent
dljsfajf	constant
dljsfajflj	constantly
dljsfkfjfd	constitute
dljsfkfjfkljal	constitutional
dljsffjdf	construct
dljsffjdfklj	construction
dljsjlfajf	consultant
dljsjjd	consume
dljsjjdf	consumer
dljsjj;fklj	consumption
dljfadf	contact
dljfakj	contain
dljfakjdf	container
dljfdj;lfafj	contemporary
dljfdjf	content
dljfdsf	contest
dljfdsf	context
dljfkjjd	continue
dljfkjjdd	continued
dljffadf	contract
dljffasf	contrast
dljffkfjfd	contribute
dljffkfjfklj	contribution
dljffll	control
dljfflfdfskal	controversial
dljfflfdfsj	controversy
dljfdjfklj	convention
dljfdjfkljal	conventional
dljfdfsafklj	conversation
dljfdff	convert
dljfkdfklj	conviction
dljfkjdd	convince
dllk	cook
dllkkd	cookie
dllkkjf	cooking
dlll	cool
dll;dfafklj	cooperation
dl;	cop
dl;d	cope
dl;j	copy
dlfd	core
dlfj	corn
dlfjdf	corner
dlf;lfafd	corporate
dlf;lfafklj	corporation
dlffddf	correct
dlffds;ljddjf	correspondent
dlsf	cost
dlfflj	cotton
dljdj	couch
dljld	could
dljjdkl	council
dljjsdllf	counselor
dljjf	count
dljjfdf	counter
dljjffj	country
dljjfj	county
dlj;ld	couple
dljfafd	courage
dljfsd	course
dljff	court
dljskj	cousin
dlfdf	cover
dlfdfafd	coverage
dls	cow
dfadk	crack
dfaff	craft
dfasj	crash
dfaaj	crazy
dfdaj	cream
dfdafd	create
dfdafklj	creation
dfdafkfd	creative
dfdafjfd	creature
dfddkf	credit
dfds	crew
dfkjd	crime
dfkjkjal	criminal
dfksks	crisis
dfkfdfka	criteria
dfkfkd	critic
dfkfkdal	critical
dfkfkdksj	criticism
dfkfkdkad	criticize
dfl;	crop
dflss	cross
dflsd	crowd
dfjdkal	crucial
dfj	cry
djlfjfal	cultural
djlfjfd	culture
dj;	cup
djfkljs	curious
djffdjf	current
djffdjflj	currently
djffkdjljj	curriculum
djsflj	custom
djsfljdf	customer
djf	cut
djdld	cycle
dad	dad
daklj	daily
dajafd	damage
dajdd	dance
dajfdf	danger
dajfdfljs	dangerous
dafd	dare
dafk	dark
dafkjdss	darkness
dafa	data
dafd	date
dajfjfdf	daughter
daj	day
ddad	dead
ddal	deal
ddaldf	dealer
ddaf	dear
ddafj	death
ddfafd	debate
ddff	debt
dddadd	decade
dddkdd	decide
dddksklj	decision
dddk	deck
dddlafd	declare
dddlkjd	decline
dddfdasd	decrease
ddd;	deep
ddd;lj	deeply
dddf	deer
ddfdaf	defeat
ddfdjd	defend
ddfdjdajf	defendant
ddfdjsd	defense
ddfdjskfd	defensive
ddfkdkf	deficit
ddfkjd	define
ddfkjkfdlj	definitely
ddfkjkfklj	definition
ddffdd	degree
ddlaj	delay
ddlkfdf	deliver
ddlkfdfj	delivery
ddjajd	demand
ddjldfadj	democracy
ddjldfaf	Democrat
ddjldfafkd	democratic
ddjljsffafd	demonstrate
ddjljsffafklj	demonstration
ddjj	deny
dd;affjdjf	department
dd;djd	depend
dd;djddjf	dependent
dd;djdkjf	depending
dd;kdf	depict
dd;fdssklj	depression
dd;fj	depth
dd;jfj	deputy
ddfkfd	derive
ddsdfkfd	describe
ddsdfk;fklj	description
ddsdff	desert
ddsdffd	deserve
ddskfj	design
ddskfjdf	designer
ddskfd	desire
ddsk	desk
dds;dfafd	desperate
dds;kfd	despite
ddsfflj	destroy
ddsffjdfklj	destruction
ddfakl	detail
ddfakldd	detailed
ddfddf	detect
ddfdfjkjd	determine
ddfdll;	develop
ddfdll;kjf	developing
ddfdll;jdjf	development
ddfkdd	device
ddflfd	devote
dkallfjd	dialogue
dkd	die
dkdf	diet
dkffdf	differ
dkffdfdjdd	difference
dkffdfdjf	different
dkffdfdjflj	differently
dkffkdjlf	difficult
dkffkdjlfj	difficulty
dkf	dig
dkfkfal	digital
dkjdjsklj	dimension
dkjkjf	dining
dkjjdf	dinner
dkfddf	direct
dkfddfklj	direction
dkfddflj	directly
dkfddflf	director
dkff	dirt
dkffj	dirty
dksafklkfj	disability
dksaffdd	disagree
dksa;;daf	disappear
dksasfdf	disaster
dksdk;lkjd	discipline
dksdljfsd	discourse
dksdlfdf	discover
dksdlfdfj	discovery
dksdfkjkjafklj	discrimination
dksdjss	discuss
dksdjssklj	discussion
dksdasd	disease
dksj	dish
dksjkss	dismiss
dkslfddf	disorder
dks;laj	display
dks;jfd	dispute
dksfajdd	distance
dksfajf	distant
dksfkjdf	distinct
dksfkjdfklj	distinction
dksfkjfjksj	distinguish
dksffkfjfd	distribute
dksffkfjfklj	distribution
dksffkdf	district
dkfdfsd	diverse
dkfdfskfj	diversity
dkfkdd	divide
dkfksklj	division
dkflfdd	divorce
dja	DNA
dl	do
dldflf	doctor
dldjjdjf	document
dlf	dog
dljdsfkd	domestic
dljkjajf	dominant
dljkjafd	dominate
dllf	door
dljfld	double
dljff	doubt
dlsj	down
dlsjflsj	downtown
dladj	dozen
dfaff	draft
dfaf	drag
dfaja	drama
dfajafkd	dramatic
dfajafkdallj	dramatically
dfas	draw
dfaskjf	drawing
dfdaj	dream
dfdss	dress
dfkjk	drink
dfkfd	drive
dfkfdf	driver
dfl;	drop
dfjf	drug
dfj	dry
djd	due
djfkjf	during
djsf	dust
djfj	duty
dadj	each
dafdf	eager
daf	ear
daflj	early
dafj	earn
dafjkjfs	earnings
daffj	earth
dasd	ease
dasklj	easily
dasf	east
dasfdfj	eastern
dasj	easy
daf	eat
ddljljkd	economic
ddljljkds	economics
ddljljksf	economist
ddljljj	economy
ddfd	edge
ddkfklj	edition
ddkflf	editor
ddjdafd	educate
ddjdafklj	education
ddjdafkljal	educational
ddjdaflf	educator
dffddf	effect
dffddfkfd	effective
dffddfkfdlj	effectively
dffkdkdjdj	efficiency
dffkdkdjf	efficient
dfflff	effort
dff	egg
dkfjf	eight
dkfjdf	either
dlddflj	elderly
dlddf	elect
dlddfklj	election
dlddffkd	electric
dlddffkdkfj	electricity
dlddffljkd	electronic
dldjdjf	element
dldjdjfafj	elementary
dlkjkjafd	eliminate
dlkfd	elite
dlsd	else
dlsdsjdfd	elsewhere
d-jakl	e-mail
djffadd	embrace
djdffd	emerge
djdffdjdj	emergency
djkssklj	emission
djlfklj	emotion
djlfkljal	emotional
dj;jasks	emphasis
dj;jaskad	emphasize
dj;llj	employ
dj;lljdd	employee
dj;lljdf	employer
dj;lljjdjf	employment
dj;fj	empty
djafld	enable
djdljjfdf	encounter
djdljfafd	encourage
djd	end
djdjj	enemy
djdffj	energy
djflfddjdjf	enforcement
djfafd	engage
djfkjd	engine
djfkjddf	engineer
djfkjddfkjf	engineering
djflksj	English
djjajdd	enhance
djjlj	enjoy
djlfjljs	enormous
djljfj	enough
djsjfd	ensure
djfdf	enter
djfdf;fksd	enterprise
djfdffakjjdjf	entertainment
djfkfd	entire
djfkfdlj	entirely
djffajdd	entrance
djffj	entry
djfkfljjdjf	environment
djfkfljjdjfal	environmental
d;ksldd	episode
dajal	equal
dajallj	equally
dajk;jdjf	equipment
dfa	era
dfflf	error
dsda;d	escape
ds;ddkallj	especially
dssaj	essay
dssdjfkal	essential
dssdjfkallj	essentially
dsfaflksj	establish
dsfaflksjjdjf	establishment
dsfafd	estate
dsfkjafd	estimate
dfd	etc
dfjkds	ethics
dfjjkd	ethnic
djfl;daj	European
dfaljafd	evaluate
dfaljafklj	evaluation
dfdj	even
dfdjkjf	evening
dfdjf	event
dfdjfjallj	eventually
dfdf	ever
dfdfj	every
dfdfjfldj	everybody
dfdfjdaj	everyday
dfdfjljd	everyone
dfdfjfjkjf	everything
dfdfjsjdfd	everywhere
dfkddjdd	evidence
dflljfklj	evolution
dfllfd	evolve
dsadf	exact
dsadflj	exactly
dsajkjafklj	examination
dsajkjd	examine
dsaj;ld	example
dsdddd	exceed
dsddlldjf	excellent
dsdd;f	except
dsdd;fklj	exception
dsdjajfd	exchange
dsdkfkjf	exciting
dsddjfkfd	executive
dsdfdksd	exercise
dsjkfkf	exhibit
dsjkfkfklj	exhibition
dsksf	exist
dsksfdjdd	existence
dsksfkjf	existing
ds;ajd	expand
ds;ajsklj	expansion
ds;ddf	expect
ds;ddfafklj	expectation
ds;djsd	expense
ds;djskfd	expensive
ds;dfkdjdd	experience
ds;dfkjdjf	experiment
ds;dff	expert
ds;lakj	explain
ds;lajafklj	explanation
ds;lldd	explode
ds;llfd	explore
ds;llsklj	explosion
ds;lsd	expose
ds;lsjfd	exposure
ds;fdss	express
ds;fdssklj	expression
dsfdjd	extend
dsfdjsklj	extension
dsfdjskfd	extensive
dsfdjf	extent
dsfdfjal	external
dsffa	extra
dsffalfdkjafj	extraordinary
dsffdjd	extreme
dsffdjdlj	extremely
djd	eye
faffkd	fabric
fadd	face
fadklkfj	facility
fadf	fact
fadflf	factor
fadflfj	factory
fadjlfj	faculty
fadd	fade
fakl	fail
fakljfd	failure
fakf	fair
fakflj	fairly
fakfj	faith
fall	fall
falsd	false
fajklkaf	familiar
fajklj	family
fajljs	famous
faj	fan
fajfasj	fantasy
faf	far
fafj	farm
fafjdf	farmer
fasjklj	fashion
fasf	fast
faf	fat
fafd	fate
fafjdf	father
fajlf	fault
faflf	favor
faflfkfd	favorite
fdaf	fear
fdafjfd	feature
fdddfal	federal
fdd	fee
fddd	feed
fddl	feel
fddlkjf	feeling
fdllls	fellow
fdjald	female
fdjdd	fence
fds	few
fdsdf	fewer
fkfdf	fiber
fkdfklj	fiction
fkdld	field
fkffddj	fifteen
fkffj	fifth
fkffj	fifty
fkfjf	fight
fkfjfdf	fighter
fkfjfkjf	fighting
fkfjfd	figure
fkld	file
fkll	fill
fklj	film
fkjal	final
fkjallj	finally
fkjajdd	finance
fkjajdkal	financial
fkjd	find
fkjdkjf	finding
fkjd	fine
fkjfdf	finger
fkjksj	finish
fkfd	fire
fkfj	firm
fkfsf	first
fksj	fish
fksjkjf	fishing
fkf	fit
fkfjdss	fitness
fkfd	five
fks	fix
flaf	flag
flajd	flame
flaf	flat
flaflf	flavor
fldd	flee
fldsj	flesh
flkfjf	flight
fllaf	float
flllf	floor
flls	flow
fllsdf	flower
flj	fly
fldjs	focus
fllk	folk
flllls	follow
fllllskjf	following
flld	food
fllf	foot
fllffall	football
flf	for
flfdd	force
flfdkfj	foreign
flfdsf	forest
flfdfdf	forever
flffdf	forget
flfj	form
flfjal	formal
flfjafklj	formation
flfjdf	former
flfjjla	formula
flffj	forth
flffjjd	fortune
flfsafd	forward
fljjd	found
fljjdafklj	foundation
fljjddf	founder
fljf	four
fljffj	fourth
ffajd	frame
ffajdslfk	framework
ffdd	free
ffdddlj	freedom
ffddad	freeze
ffdjdj	French
ffdajdjdj	frequency
ffdajdjf	frequent
ffdajdjflj	frequently
ffdsj	fresh
ffkdjd	friend
ffkdjdlj	friendly
ffkdjdsjk;	friendship
fflj	from
ffljf	front
ffjkf	fruit
ffjsffafklj	frustration
fjdl	fuel
fjll	full
fjllj	fully
fjj	fun
fjjdfklj	function
fjjd	fund
fjjdajdjfal	fundamental
fjjdkjf	funding
fjjdfal	funeral
fjjjj	funny
fjfjkfjfd	furniture
fjffjdfjlfd	furthermore
fjfjfd	future
fakj	gain
falasj	galaxy
falldfj	gallery
fajd	game
fajf	gang
fa;	gap
fafafd	garage
fafddj	garden
faflkd	garlic
fas	gas
fafd	gate
fafjdf	gather
faj	gay
faad	gaze
fdaf	gear
fdjddf	gender
fdjd	gene
fdjdfal	general
fdjdfallj	generally
fdjdfafd	generate
fdjdfafklj	generation
fdjdfkd	genetic
fdjfldjaj	gentleman
fdjflj	gently
fdfjaj	German
fdsfjfd	gesture
fdf	get
fjlsf	ghost
fkajf	giant
fkff	gift
fkffdd	gifted
fkfl	girl
fkflffkdjd	girlfriend
fkfd	give
fkfdj	given
flad	glad
flajdd	glance
flass	glass
fllfal	global
fllfd	glove
fl	go
flal	goal
fld	God
flld	gold
fllddj	golden
fllf	golf
flld	good
flfdfjjdjf	government
flfdfjlf	governor
ffaf	grab
ffadd	grade
ffadjallj	gradually
ffadjafd	graduate
ffakj	grain
ffajd	grand
ffajdfafjdf	grandfather
ffajdjlfjdf	grandmother
ffajf	grant
ffass	grass
ffafd	grave
ffaj	gray
ffdaf	great
ffdafdsf	greatest
ffddj	green
fflddfj	grocery
ffljjd	ground
fflj;	group
ffls	grow
fflskjf	growing
fflsfj	growth
fjafajfdd	guarantee
fjafd	guard
fjdss	guess
fjdsf	guest
fjkdd	guide
fjkddlkjd	guideline
fjklfj	guilty
fjj	gun
fjj	guy
jafkf	habit
jafkfaf	habitat
jakf	hair
jalf	half
jall	hall
jajd	hand
jajdfjl	handful
jajdld	handle
jajf	hang
ja;;dj	happen
ja;;j	happy
jafd	hard
jafdlj	hardly
jaf	hat
jafd	hate
jafd	have
jd	he
jdad	head
jdadlkjd	headline
jdadajaffdfs	headquarters
jdalfj	health
jdalfjj	healthy
jdaf	hear
jdafkjf	hearing
jdaff	heart
jdaf	heat
jdafdj	heaven
jdafklj	heavily
jdafj	heavy
jddl	heel
jdkfjf	height
jdlkdl;fdf	helicopter
jdll	hell
jdlll	hello
jdl;	help
jdl;fjl	helpful
jdf	her
jdfd	here
jdfkfafd	heritage
jdfl	hero
jdfsdlf	herself
jdj	hey
jk	hi
jkdd	hide
jkfj	high
jkfjlkfjf	highlight
jkfjlj	highly
jkfjsaj	highway
jkll	hill
jkj	him
jkjsdlf	himself
jk;	hip
jkfd	hire
jks	his
jksflfkaj	historian
jksflfkd	historic
jksflfkdal	historical
jksflfj	history
jkf	hit
jlld	hold
jlld	hole
jllkdaj	holiday
jllj	holy
jljd	home
jljdldss	homeless
jljdsf	honest
jljdj	honey
jljlf	honor
jl;d	hope
jlfkalj	horizon
jlfflf	horror
jlfsd	horse
jls;kfal	hospital
jlsf	host
jlf	hot
jlfdl	hotel
jljf	hour
jljsd	house
jljsdjlld	household
jljskjf	housing
jls	how
jlsdfdf	however
jjfd	huge
jjjaj	human
jjjlf	humor
jjjdfdd	hundred
jjjffj	hungry
jjjfdf	hunter
jjjfkjf	hunting
jjff	hurt
jjsfajd	husband
jj;lfjdsks	hypothesis
k	I
kdd	ice
kdda	idea
kddal	ideal
kddjfkfkdafklj	identification
kddjfkfj	identify
kddjfkfj	identity
kd	ie
kf	if
kfjlfd	ignore
kll	ill
klldfal	illegal
klljdss	illness
klljsffafd	illustrate
kjafd	image
kjafkjafklj	imagination
kjafkjd	imagine
kjjddkafd	immediate
kjjddkafdlj	immediately
kjjkffajf	immigrant
kjjkffafklj	immigration
kj;adf	impact
kj;ldjdjf	implement
kj;lkdafklj	implication
kj;lj	imply
kj;lffajdd	importance
kj;lffajf	important
kj;lsd	impose
kj;lsskfld	impossible
kj;fdss	impress
kj;fdssklj	impression
kj;fdsskfd	impressive
kj;flfd	improve
kj;flfdjdjf	improvement
kj	in
kjddjfkfd	incentive
kjdkddjf	incident
kjdljdd	include
kjdljdkjf	including
kjdljd	income
kjdlf;lfafd	incorporate
kjdfdasd	increase
kjdfdasdd	increased
kjdfdaskjf	increasing
kjdfdaskjflj	increasingly
kjdfddkfld	incredible
kjdddd	indeed
kjdd;djddjdd	independence
kjdd;djddjf	independent
kjdds	index
kjdkaj	Indian
kjdkdafd	indicate
kjdkdafklj	indication
kjdkfkdjal	individual
kjdjsffkal	industrial
kjdjsffj	industry
kjfajf	infant
kjfddfklj	infection
kjflafklj	inflation
kjfljdjdd	influence
kjflfj	inform
kjflfjafklj	information
kjffddkdjf	ingredient
kjkfkal	initial
kjkfkallj	initially
kjkfkafkfd	initiative
kjjjfj	injury
kjjdf	inner
kjjlddjf	innocent
kjajkfj	inquiry
kjskdd	inside
kjskfjf	insight
kjsksf	insist
kjs;kfd	inspire
kjsfall	install
kjsfajdd	instance
kjsfdad	instead
kjsfkfjfklj	institution
kjsfkfjfkljal	institutional
kjsffjdfklj	instruction
kjsffjdflf	instructor
kjsffjjdjf	instrument
kjsjfajdd	insurance
kjfdllddfjal	intellectual
kjfdllkfdjdd	intelligence
kjfdjd	intend
kjfdjsd	intense
kjfdjskfj	intensity
kjfdjfklj	intention
kjfdfadfklj	interaction
kjfdfdsf	interest
kjfdfdsfdd	interested
kjfdfdsfkjf	interesting
kjfdfjal	internal
kjfdfjafkljal	international
kjfdfjdf	Internet
kjfdf;fdf	interpret
kjfdf;fdfafklj	interpretation
kjfdffdjfklj	intervention
kjfdffkds	interview
kjfl	into
kjffldjdd	introduce
kjffldjdfklj	introduction
kjfasklj	invasion
kjfdsf	invest
kjfdsfkfafd	investigate
kjfdsfkfafklj	investigation
kjfdsfkfaflf	investigator
kjfdsfjdjf	investment
kjfdsflf	investor
kjfkfd	invite
kjfllfd	involve
kjfllfdd	involved
kjfllfdjdjf	involvement
kfaak	Iraqi
kfksj	Irish
kflj	iron
kslajkd	Islamic
kslajd	island
ksfadlk	Israeli
kssjd	issue
kf	it
kfalkaj	Italian
kfdj	item
kfs	its
kfsdlf	itself
jadkdf	jacket
jakl	jail
ja;ajdsd	Japanese
jdf	jet
jds	Jew
jdsksj	Jewish
jlf	job
jlkj	join
jlkjf	joint
jlkd	joke
jljfjal	journal
jljfjalksf	journalist
jljfjdj	journey
jlj	joy
jjdfd	judge
jjdfjdjf	judgment
jjkdd	juice
jjj;	jump
jjjklf	junior
